,index,chromosome,gene,start bp,stop bp,+1 or -1 strand,fitness
731,568,chrIII,YCR006C,122530,123003,-1,"[2.2016528100549424, 2.0015967226384705, 2.9072818457117, 2.2148611191738294, 0.8485322362077505, 1.8483654416327076, 1.9251499950935305, 2.748548033384762, 2.1832321880646046, 2.173646691651323, 2.9681638780803516, 2.808977397200378, 1.5423159367509052, 2.2317337871688308, 1.6207389380068766, 1.6848151956142927, 3.057985422082576]"
716,569,chrIII,YCR007C,126011,126730,-1,"[1.3692368413349787, 0.6690044017789917, 1.1843433085517896, 2.0752308265733577, 1.4279474005879649, 2.0816016309111793, 0.2829010508794287, 1.7333676368763677, 1.384859253954082, 1.4279474005879649, 1.0137133269879544, 1.210388289726734, 0.2829010508794287, 0.2829010508794287, 0.6690044017789917, 1.3528875485901217, 0.2829010508794287, 2.034371734444789, 1.8758668957397557, 2.2657290676623587, 2.130628953996043, 1.9654478632158394, 1.7276529351014789, 2.7726270336638277, 2.5185580046663514, 1.8316267345371826, 1.1562125858513421, 0.5265051429156039, 1.2346355871073136, 0.9126084938151668, 2.1800659827261835, 0.6690044017789917, 0.6690044017789917, 0.9126084938151668, 0.9667841976905588, 0.5265051429156039, 2.0120107116926693, 1.657767513572248, 0.6690044017789917, 1.4412111035781174, 1.8604162135983036, 0.2829010508794287, 1.0921363282439258, 1.466325100326476, 0.2829010508794287, 0.2829010508794287, 0.6690044017789917, 1.384859253954082, 0.6690044017789917, 1.968364447718178]"
715,570,chrIII,YCR008W,128470,130281,1,"[1.8643430300430517, 0.2829010508794287, 0.9126084938151668, 0.2829010508794287, 0.9667841976905588, 2.0068422889064395, 0.7701092349517793, 1.466325100326476, 1.1256327492988034, 0.5265051429156039, 0.9667841976905588, 1.6128409333711538, 0.7701092349517793, 0.5265051429156039, 1.210388289726734, 0.7701092349517793, 1.8002667724356356, 1.4141634215360728, 1.657767513572248, 1.29871184471473, 0.6690044017789917, 0.2829010508794287, 1.4279474005879649, 0.5265051429156039, 0.8485322362077505, 1.2573174190241294, 0.5265051429156039, 1.5793445123162764, 1.2573174190241294, 0.5265051429156039, 1.1843433085517896, 1.657767513572248, 0.2829010508794287, 1.7276529351014789, 0.7701092349517793, 0.5265051429156039, 0.9126084938151668, 1.6047613495965325, 1.500921511060305, 2.1971373764350015, 1.9048686137200155, 0.2829010508794287]"
714,571,chrIII,YCR009C,130745,131542,-1,"[1.1256327492988034, 1.0921363282439258, 1.3692368413349787, 1.4412111035781174, 1.210388289726734, 1.0551077526785546, 1.7445256030964802, 0.2829010508794287, 1.0551077526785546, 2.1816526509540046, 0.9667841976905588, 0.7701092349517793, 1.551945208018266, 1.7810046141784506, 1.0551077526785546, 0.9667841976905588, 1.2786237250538226, 1.4412111035781174]"
713,572,chrIII,YCR010C,132273,133124,-1,"[2.0438708644718107, 0.2829010508794287, 1.466325100326476, 2.3386252780090286, 1.4897635448401925, 2.066552696388627, 0.9126084938151668, 0.8485322362077505, 1.7099291923626512, 2.123229808798971, 1.466325100326476, 1.6047613495965325, 1.1562125858513421, 0.7701092349517793, 0.9667841976905588, 1.335740420280101, 1.67155149262414, 1.944324554542804, 1.3692368413349787, 0.2829010508794287, 0.9126084938151668, 0.8485322362077505, 2.0576548435237028, 1.4141634215360728, 1.3177135758273408, 2.2779758264809646, 1.0137133269879544, 0.6690044017789917, 1.2786237250538226, 0.7701092349517793]"
712,573,chrIII,YCR011C,133724,136873,-1,"[2.0145666968898204, 1.4412111035781174, 1.1843433085517896, 1.6848151956142927, 1.3177135758273408, 1.4539923817629092, 0.6690044017789917, 1.2786237250538226, 1.1256327492988034, 0.2829010508794287, 0.9126084938151668, 1.7810046141784506, 0.2829010508794287, 1.1843433085517896, 1.6128409333711538, 1.3528875485901217, 0.5265051429156039, 1.7810046141784506, 1.0921363282439258, 1.3692368413349787, 0.7701092349517793, 1.384859253954082, 1.6047613495965325, 1.4279474005879649, 0.7701092349517793, 0.2829010508794287, 1.7709626048536449, 1.0551077526785546, 0.6690044017789917, 0.2829010508794287, 1.9412005658352596, 1.9935785859162871, 1.3177135758273408, 1.944324554542804, 1.8140507514875275, 1.478239679143489, 0.5265051429156039, 1.3692368413349787, 0.6690044017789917, 0.9126084938151668, 1.6506673445016888, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 1.2346355871073136, 0.9126084938151668, 0.2829010508794287, 1.0551077526785546, 1.1843433085517896, 1.1562125858513421, 1.0137133269879544, 0.9667841976905588, 1.3528875485901217, 0.5265051429156039, 1.335740420280101, 0.5265051429156039, 1.210388289726734, 1.921850004504908, 1.8273144544776805, 1.7499744938801116, 1.1562125858513421, 1.8049217598996912, 1.5324153830188807, 0.2829010508794287, 0.9667841976905588, 0.9126084938151668, 1.5117361001983665, 1.0921363282439258, 1.971257027137654, 1.8002667724356356, 1.3177135758273408, 1.1256327492988034, 0.5265051429156039, 1.500921511060305, 1.6848151956142927, 2.1894802889030327, 2.0438708644718107, 1.9151555846603154, 0.9126084938151668, 1.6207389380068766, 0.2829010508794287, 1.5613176678635161, 0.6690044017789917, 0.6690044017789917, 1.5222278170899979, 0.8485322362077505, 1.7159369696921372, 1.8442549103821446, 1.7709626048536449, 1.6047613495965325, 0.6690044017789917, 1.1256327492988034, 1.4897635448401925, 0.8485322362077505, 1.6128409333711538, 1.8682264553629198, 1.976971728912543, 0.6690044017789917, 2.0171042271592743, 0.6690044017789917, 0.7701092349517793, 1.8483654416327076, 0.2829010508794287, 0.2829010508794287]"
711,574,chrIII,YCR012W,137746,138996,1,[]
719,575,chrIII,YCR013C,138402,139049,-1,[]
710,576,chrIII,YCR014C,139185,140933,-1,"[0.9126084938151668, 2.1378755285740394, 1.466325100326476, 1.5613176678635161, 1.7810046141784506, 2.009436001162348, 1.7445256030964802, 1.6912639346271254, 2.009436001162348, 1.7810046141784506, 1.1843433085517896, 1.0137133269879544, 0.7701092349517793, 1.6848151956142927, 2.004229292367527, 1.8442549103821446, 1.8002667724356356, 1.5613176678635161, 0.2829010508794287, 1.1562125858513421, 1.2573174190241294, 1.0137133269879544, 0.7701092349517793, 1.9797946068643946, 1.7445256030964802, 0.2829010508794287, 0.9667841976905588, 1.2786237250538226, 1.5222278170899979, 0.9126084938151668, 1.6647270759533856, 0.5265051429156039, 1.1562125858513421, 2.105989198265891, 1.500921511060305, 0.7701092349517793, 1.2786237250538226, 1.3177135758273408, 1.2346355871073136, 1.2573174190241294, 0.6690044017789917, 0.2829010508794287, 1.29871184471473, 0.9126084938151668, 1.1843433085517896, 1.6360216247266204, 1.5613176678635161, 1.551945208018266, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 1.8049217598996912, 0.5265051429156039, 1.3177135758273408, 1.3177135758273408, 0.5265051429156039, 0.2829010508794287, 0.9126084938151668, 1.78592002878708, 0.9667841976905588, 0.8485322362077505, 1.3998166778875174, 0.7701092349517793]"
708,577,chrIII,YCR015C,141217,142170,-1,"[0.9667841976905588, 1.4539923817629092, 1.551945208018266, 1.466325100326476, 1.6912639346271254, 0.2829010508794287, 0.6690044017789917, 1.1562125858513421, 1.8273144544776805, 1.500921511060305, 0.8485322362077505, 0.5265051429156039, 1.2346355871073136, 0.5265051429156039, 1.2573174190241294, 0.7701092349517793, 1.0551077526785546, 0.7701092349517793, 0.5265051429156039, 0.2829010508794287, 0.9126084938151668, 1.928419287650468, 1.0921363282439258, 1.8604162135983036, 1.7038169267269039, 1.8049217598996912, 1.1843433085517896, 1.3528875485901217, 1.4412111035781174, 1.1256327492988034, 0.6690044017789917, 1.551945208018266, 1.1843433085517896, 0.5265051429156039, 1.7099291923626512, 0.9667841976905588, 0.5265051429156039]"
707,578,chrIII,YCR016W,143634,144506,1,"[0.5265051429156039, 1.210388289726734, 0.9667841976905588, 0.9667841976905588, 0.9126084938151668, 0.6690044017789917, 1.0551077526785546, 1.2346355871073136, 0.8485322362077505, 1.7445256030964802, 1.5222278170899979, 1.5704466594513526, 1.628463345990257, 0.5265051429156039, 1.2573174190241294, 2.1553640327394787, 1.4539923817629092, 1.7218437711796641, 1.7445256030964802, 0.7701092349517793, 0.2829010508794287, 1.6647270759533856, 0.2829010508794287, 0.8485322362077505, 0.7701092349517793, 1.2786237250538226, 0.6690044017789917, 1.1562125858513421, 1.0551077526785546, 1.1562125858513421, 1.3177135758273408, 1.3528875485901217, 1.5423159367509052, 0.2829010508794287]"
706,579,chrIII,YCR017C,144773,147634,-1,"[0.5265051429156039, 1.2346355871073136, 2.322034756333347, 1.7099291923626512, 1.8978394510979293, 1.3998166778875174, 0.2829010508794287, 0.2829010508794287, 2.0015967226384705, 2.239875767111485, 1.1256327492988034, 2.1360778447796744, 0.2829010508794287, 0.7701092349517793, 1.3692368413349787, 0.9667841976905588, 0.6690044017789917, 1.0137133269879544, 0.2829010508794287, 1.0551077526785546, 1.2573174190241294, 0.7701092349517793, 0.2829010508794287, 0.5265051429156039, 0.2829010508794287, 1.9962716750753093, 1.1562125858513421, 0.2829010508794287, 1.6360216247266204, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 1.500921511060305, 0.6690044017789917, 0.7701092349517793, 0.2829010508794287, 1.6047613495965325, 1.0921363282439258, 0.9667841976905588, 1.2573174190241294, 1.1562125858513421, 1.3692368413349787, 0.5265051429156039, 1.3998166778875174, 1.4279474005879649, 1.0921363282439258, 1.9251499950935305, 0.2829010508794287, 0.5265051429156039, 1.818527836434233, 1.5423159367509052, 1.3998166778875174, 1.1562125858513421, 1.3177135758273408, 0.2829010508794287, 1.7038169267269039, 1.5880226425010073, 1.3177135758273408, 2.0171042271592743, 2.176870993308177, 0.2829010508794287, 0.6690044017789917, 1.7099291923626512, 1.8682264553629198, 0.2829010508794287, 0.2829010508794287, 1.7276529351014789, 0.7701092349517793, 1.947421018763079, 0.2829010508794287, 1.6912639346271254, 2.0919695336688826, 1.6782459124687328, 1.0551077526785546, 1.0551077526785546, 0.6690044017789917, 0.2829010508794287, 0.5265051429156039, 1.7955493000544414, 0.2829010508794287, 0.2829010508794287, 0.5265051429156039, 1.3528875485901217, 2.0599005151614183, 1.2573174190241294, 0.8485322362077505]"
705,580,chrIII,YCR018C,148238,148903,-1,"[2.036770695401252, 1.9535332843988262, 1.5117361001983665, 1.5880226425010073, 1.5324153830188807, 1.0921363282439258, 2.15365382782933, 1.3692368413349787, 1.3528875485901217, 1.9741259934005702]"
704,581,chrIII,YCR019W,152837,153928,1,"[2.3796819368158495, 2.1414435431341046, 1.335740420280101, 1.968364447718178, 0.9126084938151668, 1.0551077526785546, 0.9126084938151668, 1.466325100326476, 1.8400957326624723, 0.2829010508794287, 0.2829010508794287, 1.6207389380068766, 0.8485322362077505, 0.2829010508794287, 0.8485322362077505, 0.5265051429156039, 0.7701092349517793, 1.4897635448401925, 0.2829010508794287, 0.9126084938151668, 0.2829010508794287, 1.1843433085517896, 1.8720674380264324, 1.9348680266633007, 0.9667841976905588, 2.1956192470094966, 1.0921363282439258, 0.2829010508794287, 0.2829010508794287, 1.7955493000544414, 0.7701092349517793, 1.988129695132655, 0.5265051429156039, 1.7709626048536449, 1.9853732385276839, 1.5117361001983665, 1.9595410617283124, 1.29871184471473, 2.4006700477893834, 1.7907676424086143, 1.5324153830188807, 1.2346355871073136, 1.335740420280101]"
703,582,chrIII,YCR020C,154012,154659,-1,"[1.8524284512260387, 0.5265051429156039, 1.5117361001983665, 0.5265051429156039, 1.0137133269879544, 1.6647270759533856, 0.2829010508794287, 1.478239679143489, 0.8485322362077505, 1.4412111035781174, 1.5117361001983665, 1.6848151956142927, 1.5880226425010073, 1.6207389380068766, 1.0137133269879544, 2.397257919865505, 1.5222278170899979, 1.5117361001983665, 0.2829010508794287, 1.5222278170899979, 1.384859253954082, 0.5265051429156039]"
702,583,chrIII,YCR020C-A,154830,155096,-1,"[2.0919695336688826, 0.7701092349517793, 1.1256327492988034, 2.132454653766788, 1.1256327492988034, 1.3528875485901217, 2.228977330563859]"
701,584,chrIII,YCR021C,156109,157107,-1,"[1.596491640626297, 2.3046220848180066, 1.335740420280101, 2.1863701233351986, 1.6506673445016888, 2.206110963901128, 1.2573174190241294, 1.466325100326476, 0.2829010508794287, 1.335740420280101, 0.9667841976905588, 1.3177135758273408, 1.0137133269879544, 0.8485322362077505, 0.8485322362077505, 1.738990899489685, 1.466325100326476, 0.5265051429156039, 1.0551077526785546, 1.3177135758273408, 1.9535332843988262, 1.6128409333711538, 2.073081300511568, 1.551945208018266, 1.335740420280101, 1.6128409333711538, 0.2829010508794287, 1.8316267345371826, 0.8485322362077505, 0.5265051429156039, 1.0921363282439258]"
736,585,chrIII,YCR022C,157421,157765,-1,"[1.1843433085517896, 0.7701092349517793, 0.2829010508794287, 2.2491423111141966, 2.0752308265733577, 1.6047613495965325, 0.2829010508794287, 1.7907676424086143, 1.8604162135983036, 0.5265051429156039, 2.144975697644598, 1.8442549103821446, 0.5265051429156039, 1.29871184471473, 0.2829010508794287, 1.29871184471473, 0.7701092349517793, 1.9117599407033035, 1.67155149262414, 1.0551077526785546]"
735,586,chrIII,YCR023C,158538,160373,-1,"[0.2829010508794287, 1.1256327492988034, 1.4141634215360728, 0.8485322362077505, 0.6690044017789917, 0.6690044017789917, 0.8485322362077505, 0.8485322362077505, 1.384859253954082, 0.5265051429156039, 1.6912639346271254, 1.335740420280101, 1.7099291923626512, 0.9667841976905588, 1.7553401922345417, 1.2346355871073136, 0.7701092349517793, 1.384859253954082, 1.1562125858513421, 0.9126084938151668, 0.2829010508794287, 1.9380485589178293, 0.2829010508794287, 2.346635799506773, 1.9741259934005702, 1.384859253954082, 2.0145666968898204, 1.7760194750550562, 1.6912639346271254, 0.6690044017789917, 1.8796257167627959, 1.5423159367509052, 0.7701092349517793, 1.1256327492988034, 1.2346355871073136, 1.0551077526785546, 1.0551077526785546, 0.2829010508794287, 1.3528875485901217, 0.9126084938151668, 2.348610222764516, 0.2829010508794287, 0.9667841976905588, 2.1519352600257364, 1.5222278170899979, 0.6690044017789917, 1.500921511060305, 1.7499744938801116, 1.0137133269879544, 1.9048686137200155, 1.2786237250538226, 0.6690044017789917, 0.7701092349517793, 1.6912639346271254, 1.0551077526785546, 1.3177135758273408, 0.5265051429156039, 1.596491640626297, 1.3177135758273408, 1.8140507514875275, 1.6782459124687328, 1.0137133269879544, 0.2829010508794287, 1.818527836434233, 1.0921363282439258, 0.2829010508794287, 2.0980465683472027, 1.4141634215360728, 0.7701092349517793, 0.2829010508794287, 0.2829010508794287]"
730,587,chrIII,YCR024C,160744,162222,-1,"[1.6207389380068766, 1.1562125858513421, 0.2829010508794287, 0.5265051429156039, 0.9126084938151668, 0.9126084938151668, 1.0921363282439258, 0.9126084938151668, 0.2829010508794287, 0.5265051429156039, 0.2829010508794287, 0.5265051429156039, 0.5265051429156039, 0.8485322362077505, 1.0921363282439258, 0.9667841976905588, 1.1562125858513421, 0.2829010508794287, 1.6207389380068766, 0.9667841976905588, 1.5324153830188807, 1.7709626048536449, 0.2829010508794287]"
729,588,chrIII,YCR024C-A,162945,163067,-1,"[0.2829010508794287, 0.2829010508794287]"
727,589,chrIII,YCR025C,163446,163856,-1,"[0.5265051429156039, 1.7658319091261732, 1.5793445123162764, 1.9535332843988262, 1.4539923817629092, 1.4412111035781174, 1.4539923817629092, 1.6434207699236927, 1.2573174190241294, 1.6912639346271254, 0.2829010508794287, 0.5265051429156039, 1.1562125858513421, 1.0137133269879544, 2.63871248583989, 1.0551077526785546, 0.8485322362077505, 1.6128409333711538, 0.2829010508794287, 1.4141634215360728, 0.2829010508794287, 1.9654478632158394, 1.9654478632158394, 1.4897635448401925, 1.1843433085517896, 2.4718889171237137, 1.8942714365378641, 1.500921511060305, 0.2829010508794287, 1.1256327492988034]"
726,590,chrIII,YCR026C,164111,166339,-1,"[1.3692368413349787, 0.8485322362077505, 0.2829010508794287, 1.4539923817629092, 1.4141634215360728, 1.335740420280101, 1.7606252003313516, 1.335740420280101, 0.6690044017789917, 1.8273144544776805, 0.5265051429156039, 0.5265051429156039, 1.8758668957397557, 1.6360216247266204, 1.551945208018266, 0.9667841976905588, 1.4412111035781174, 1.7218437711796641, 1.0551077526785546, 1.0921363282439258, 1.4412111035781174, 0.2829010508794287, 0.9667841976905588, 0.6690044017789917, 0.6690044017789917, 0.9667841976905588, 0.8485322362077505, 0.9126084938151668, 0.8485322362077505, 1.3998166778875174, 1.5117361001983665, 1.29871184471473, 0.6690044017789917, 1.4412111035781174, 2.1213554234731973, 1.2786237250538226, 0.5265051429156039, 0.6690044017789917, 0.9126084938151668, 1.657767513572248, 0.8485322362077505, 0.2829010508794287, 1.1843433085517896, 1.1562125858513421, 0.9126084938151668, 1.6506673445016888, 1.466325100326476, 1.0921363282439258, 1.7709626048536449]"
725,591,chrIII,YCR027C,167370,167999,-1,"[0.2829010508794287, 2.1414435431341046, 0.5265051429156039, 1.921850004504908, 1.5613176678635161, 0.7701092349517793]"
700,592,chrIII,YCR028C,170886,172424,-1,"[1.466325100326476, 1.6128409333711538, 1.5613176678635161, 0.6690044017789917, 1.7218437711796641, 0.2829010508794287, 1.6360216247266204, 0.2829010508794287, 0.9126084938151668, 0.9667841976905588, 1.1256327492988034, 1.1256327492988034, 1.1843433085517896, 0.2829010508794287, 1.6360216247266204, 0.2829010508794287, 0.2829010508794287, 0.5265051429156039, 1.478239679143489, 0.2829010508794287, 0.2829010508794287, 1.3692368413349787]"
742,593,chrIII,YCR030C,173826,176438,-1,"[0.2829010508794287, 1.3998166778875174, 2.1000491174435045, 1.0921363282439258, 0.5265051429156039, 1.1562125858513421, 0.2829010508794287, 1.384859253954082, 0.8485322362077505, 1.9251499950935305, 0.2829010508794287, 0.6690044017789917, 0.2829010508794287, 2.0857855662241502, 0.5265051429156039, 0.7701092349517793, 1.1256327492988034, 0.2829010508794287, 1.4412111035781174, 0.7701092349517793, 0.9126084938151668, 0.8485322362077505, 0.5265051429156039, 0.9667841976905588, 0.2829010508794287, 1.7553401922345417, 1.9595410617283124, 1.4279474005879649, 1.8524284512260387, 1.6647270759533856, 1.0137133269879544, 1.0551077526785546, 0.2829010508794287, 1.9151555846603154, 1.8316267345371826, 0.9126084938151668, 2.0553947301685147, 2.0270750069711645, 2.295581164002595, 1.5324153830188807, 1.0921363282439258, 0.8485322362077505, 1.1843433085517896, 1.466325100326476]"
